20
40
38	38	38	44	44	44	194	194	194	194	44	44	44	44	39	39	39	39	44	38
38	38	38	6	38	38	38	38	11	11	11	11	2	2	39	39	39	39	44	38
38	38	38	6	38	38	38	38	49	49	49	49	2	2	39	39	39	39	44	38
38	38	38	6	38	38	2	2	2	2	2	2	2	2	38	38	38	38	44	38
38	38	38	6	38	38	2	2	2	2	2	2	2	2	38	38	38	38	6	38
38	38	38	6	38	38	2	2	38	38	38	38	38	38	38	38	38	38	6	38
38	38	38	6	194	156	200	200	156	194	194	194	194	194	194	194	194	194	6	38
38	38	38	6	38	38	2	2	2	2	2	2	2	2	2	2	2	2	6	38
38	38	38	6	38	38	2	2	2	2	2	2	2	2	2	2	2	2	6	38
38	38	38	6	38	38	38	38	38	38	38	38	39	39	39	39	2	2	6	38
38	38	38	6	44	44	44	44	44	44	44	44	39	39	39	39	200	200	6	38
38	38	38	6	38	38	38	38	11	11	11	11	39	39	39	39	2	2	6	38
38	38	38	6	38	38	38	38	49	49	49	49	39	39	39	39	2	2	6	38
38	38	38	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	38
38	38	38	6	200	200	2	2	2	4	200	200	200	200	200	200	200	200	6	38
38	38	38	44	38	38	39	39	39	39	2	2	38	38	39	39	39	39	44	38
38	38	38	44	38	38	39	39	39	39	2	2	38	38	39	39	39	39	44	38
38	38	38	44	39	39	39	39	11	11	2	2	39	39	39	39	11	11	44	38
38	38	38	44	39	39	39	39	49	49	2	2	39	39	39	39	49	49	44	38
38	38	38	44	6	6	6	6	6	6	39	39	6	6	6	6	6	6	44	38
38	38	38	44	38	38	38	38	38	6	39	39	6	38	38	38	38	38	44	38
38	38	38	44	38	38	38	38	38	6	39	39	6	38	38	38	38	38	44	38
38	38	38	6	38	38	38	38	38	6	39	39	6	38	38	38	38	38	44	38
6	6	6	6	6	6	6	6	6	6	39	39	6	6	6	6	6	6	6	6
6	38	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	38	6
6	38	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	38	6
6	38	2	2	0	0	0	0	1	0	2	2	0	0	0	0	1	0	38	6
6	38	2	4	421	231	304	459	0	1	2	4	421	231	304	459	0	1	38	6
6	38	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	38	6
6	38	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	38	6
6	38	1	0	2	2	2	2	1	0	0	0	0	0	0	0	1	0	38	6
6	38	0	1	7	7	7	4	0	1	0	0	0	0	0	0	0	1	38	6
6	38	1	0	11	11	11	11	1	0	418	419	348	349	350	420	1	0	38	6
6	38	0	1	49	49	49	49	0	1	456	457	231	457	388	458	0	1	38	6
6	38	1	0	1	0	1	0	1	0	2	2	2	2	2	2	2	2	38	6
6	38	0	1	0	1	0	1	0	1	7	7	7	4	7	7	2	2	38	6
6	38	38	38	10	85	85	8	2	2	11	11	11	11	38	38	2	2	38	6
6	38	38	38	48	47	47	46	2	2	38	49	49	49	38	38	2	2	38	6
6	38	38	38	48	47	47	46	2	2	2	2	2	2	2	2	2	2	38	6
6	6	6	6	48	47	47	46	6	6	6	6	6	6	6	6	6	6	6	6
